xq2_bin,ybin,z_bin,pt2_bin,phi_bin,phi_center_deg,content,error
0,1,2,10,4,157.5,0,0
0,1,2,10,5,202.5,0,0
0,1,2,10,6,247.5,0,0
0,1,2,10,7,292.5,0,0
0,1,2,10,8,337.5,0,0
0,1,2,11,1,22.5,0,0
0,1,2,11,2,67.5,0,0
0,1,2,11,3,112.5,0,0
0,1,2,11,4,157.5,0,0
0,1,2,11,5,202.5,0,0
0,1,2,11,6,247.5,0,0
0,1,2,11,7,292.5,0,0
0,1,2,11,8,337.5,0,0
0,1,3,1,1,22.5,0,0
0,1,3,1,2,67.5,0,0
0,1,3,1,3,112.5,0,0
0,1,3,1,4,157.5,0,0
0,1,3,1,5,202.5,0,0
0,1,3,1,6,247.5,0,0
0,1,3,1,7,292.5,0,0
0,1,3,1,8,337.5,0,0
0,1,3,2,1,22.5,0,0
0,1,3,2,2,67.5,0,0
0,1,3,2,3,112.5,0,0
0,1,3,2,4,157.5,0,0
0,1,3,2,5,202.5,0,0
0,1,3,2,6,247.5,0,0
0,1,3,2,7,292.5,0,0
0,1,3,2,8,337.5,0,0
0,1,3,3,1,22.5,0,0
0,1,3,3,2,67.5,0,0
0,1,3,3,3,112.5,0,0
0,1,3,3,4,157.5,0,0
0,1,3,3,5,202.5,0,0
0,1,3,3,6,247.5,0,0
0,1,3,3,7,292.5,0,0
0,1,3,3,8,337.5,0,0
0,1,3,4,1,22.5,0,0
0,1,3,4,2,67.5,0,0
0,1,3,4,3,112.5,0,0
0,1,3,4,4,157.5,0,0
0,1,3,4,5,202.5,0,0
0,1,3,4,6,247.5,0,0
0,1,3,4,7,292.5,0,0
0,1,3,4,8,337.5,0,0
0,1,3,5,1,22.5,0,0
0,1,3,5,2,67.5,0,0
0,1,3,5,3,112.5,0,0
0,1,3,5,4,157.5,0,0
0,1,3,5,5,202.5,0,0
0,1,3,5,6,247.5,0,0
0,1,3,5,7,292.5,0,0
0,1,3,5,8,337.5,0,0
0,1,3,6,1,22.5,0,0
0,1,3,6,2,67.5,0,0
0,1,3,6,3,112.5,0,0
0,1,3,6,4,157.5,0,0
0,1,3,6,5,202.5,0,0
0,1,3,6,6,247.5,0,0
0,1,3,6,7,292.5,0,0
0,1,3,6,8,337.5,0,0
0,1,3,7,1,22.5,0,0
0,1,3,7,2,67.5,0,0
0,1,3,7,3,112.5,0,0
0,1,3,7,4,157.5,0,0
0,1,3,7,5,202.5,0,0
0,1,3,7,6,247.5,0,0
0,1,3,7,7,292.5,0,0
0,1,3,7,8,337.5,0,0
0,1,3,8,1,22.5,0,0
0,1,3,8,2,67.5,0,0
0,1,3,8,3,112.5,0,0
0,1,3,8,4,157.5,0,0
0,1,3,8,5,202.5,0,0
0,1,3,8,6,247.5,0,0
0,1,3,8,7,292.5,0,0
0,1,3,8,8,337.5,0,0
0,1,3,9,1,22.5,0,0
0,1,3,9,2,67.5,0,0
0,1,3,9,3,112.5,0,0
0,1,3,9,4,157.5,0,0
0,1,3,9,5,202.5,0,0
0,1,3,9,6,247.5,0,0
0,1,3,9,7,292.5,0,0
0,1,3,9,8,337.5,0,0
0,1,3,10,1,22.5,0,0
0,1,3,10,2,67.5,0,0
0,1,3,10,3,112.5,0,0
0,1,3,10,4,157.5,0,0
0,1,3,10,5,202.5,0,0
0,1,3,10,6,247.5,0,0
0,1,3,10,7,292.5,0,0
0,1,3,10,8,337.5,0,0
0,1,3,11,1,22.5,0,0
0,1,3,11,2,67.5,0,0
0,1,3,11,3,112.5,0,0
0,1,3,11,4,157.5,0,0
0,1,3,11,5,202.5,0,0
0,1,3,11,6,247.5,0,0
0,1,3,11,7,292.5,0,0
0,1,3,11,8,337.5,0,0
0,1,4,1,1,22.5,0,0
0,1,4,1,2,67.5,0,0
0,1,4,1,3,112.5,0,0
0,1,4,1,4,157.5,0,0
0,1,4,1,5,202.5,0,0
0,1,4,1,6,247.5,0,0
0,1,4,1,7,292.5,0,0
0,1,4,1,8,337.5,0,0
0,1,4,2,1,22.5,0,0
0,1,4,2,2,67.5,0,0
0,1,4,2,3,112.5,0,0
0,1,4,2,4,157.5,0,0
0,1,4,2,5,202.5,0,0
0,1,4,2,6,247.5,0,0
0,1,4,2,7,292.5,0,0
0,1,4,2,8,337.5,0,0
0,1,4,3,1,22.5,0,0
0,1,4,3,2,67.5,0,0
0,1,4,3,3,112.5,0,0
0,1,4,3,4,157.5,0,0
0,1,4,3,5,202.5,0,0
0,1,4,3,6,247.5,0,0
0,1,4,3,7,292.5,0,0
0,1,4,3,8,337.5,0,0
0,1,4,4,1,22.5,0,0
0,1,4,4,2,67.5,0,0
0,1,4,4,3,112.5,0,0
0,1,4,4,4,157.5,0,0
0,1,4,4,5,202.5,0,0
0,1,4,4,6,247.5,0,0
0,1,4,4,7,292.5,0,0
0,1,4,4,8,337.5,0,0
0,1,4,5,1,22.5,0,0
0,1,4,5,2,67.5,0,0
0,1,4,5,3,112.5,0,0
0,1,4,5,4,157.5,0,0
0,1,4,5,5,202.5,0,0
0,1,4,5,6,247.5,0,0
0,1,4,5,7,292.5,0,0
0,1,4,5,8,337.5,0,0
0,1,4,6,1,22.5,0,0
0,1,4,6,2,67.5,0,0
0,1,4,6,3,112.5,0,0
0,1,4,6,4,157.5,0,0
0,1,4,6,5,202.5,0,0
0,1,4,6,6,247.5,0,0
0,1,4,6,7,292.5,0,0
0,1,4,6,8,337.5,0,0
0,1,4,7,1,22.5,0,0
0,1,4,7,2,67.5,0,0
0,1,4,7,3,112.5,0,0
0,1,4,7,4,157.5,0,0
0,1,4,7,5,202.5,0,0
0,1,4,7,6,247.5,0,0
0,1,4,7,7,292.5,0,0
0,1,4,7,8,337.5,0,0
0,1,4,8,1,22.5,0,0
0,1,4,8,2,67.5,0,0
0,1,4,8,3,112.5,0,0
0,1,4,8,4,157.5,0,0
0,1,4,8,5,202.5,0,0
0,1,4,8,6,247.5,0,0
0,1,4,8,7,292.5,0,0
0,1,4,8,8,337.5,0,0
0,1,4,9,1,22.5,0,0
0,1,4,9,2,67.5,0,0
0,1,4,9,3,112.5,0,0
0,1,4,9,4,157.5,0,0
0,1,4,9,5,202.5,0,0
0,1,4,9,6,247.5,0,0
0,1,4,9,7,292.5,0,0
0,1,4,9,8,337.5,0,0
0,1,4,10,1,22.5,0,0
0,1,4,10,2,67.5,0,0
0,1,4,10,3,112.5,0,0
0,1,4,10,4,157.5,0,0
0,1,4,10,5,202.5,0,0
0,1,4,10,6,247.5,0,0
0,1,4,10,7,292.5,0,0
0,1,4,10,8,337.5,0,0
0,1,4,11,1,22.5,0,0
0,1,4,11,2,67.5,0,0
0,1,4,11,3,112.5,0,0
0,1,4,11,4,157.5,0,0
0,1,4,11,5,202.5,0,0
0,1,4,11,6,247.5,0,0
0,1,4,11,7,292.5,0,0
0,1,4,11,8,337.5,0,0
0,1,5,1,1,22.5,0,0
0,1,5,1,2,67.5,0,0
0,1,5,1,3,112.5,0,0
0,1,5,1,4,157.5,0,0
0,1,5,1,5,202.5,0,0
0,1,5,1,6,247.5,0,0
0,1,5,1,7,292.5,0,0
0,1,5,1,8,337.5,0,0
0,1,5,2,1,22.5,0,0
0,1,5,2,2,67.5,0,0
0,1,5,2,3,112.5,0,0
0,1,5,2,4,157.5,0,0
0,1,5,2,5,202.5,0,0
0,1,5,2,6,247.5,0,0
0,1,5,2,7,292.5,0,0
0,1,5,2,8,337.5,0,0
0,1,5,3,1,22.5,0,0
0,1,5,3,2,67.5,0,0
0,1,5,3,3,112.5,0,0
0,1,5,3,4,157.5,0,0
0,1,5,3,5,202.5,0,0
0,1,5,3,6,247.5,0,0
0,1,5,3,7,292.5,0,0
0,1,5,3,8,337.5,0,0
0,1,5,4,1,22.5,0,0
0,1,5,4,2,67.5,0,0
0,1,5,4,3,112.5,0,0
0,1,5,4,4,157.5,0,0
0,1,5,4,5,202.5,0,0
0,1,5,4,6,247.5,0,0
0,1,5,4,7,292.5,0,0
0,1,5,4,8,337.5,0,0
0,1,5,5,1,22.5,0,0
0,1,5,5,2,67.5,0,0
0,1,5,5,3,112.5,0,0
0,1,5,5,4,157.5,0,0
0,1,5,5,5,202.5,0,0
0,1,5,5,6,247.5,0,0
0,1,5,5,7,292.5,0,0
0,1,5,5,8,337.5,0,0
0,1,5,6,1,22.5,0,0
0,1,5,6,2,67.5,0,0
0,1,5,6,3,112.5,0,0
0,1,5,6,4,157.5,0,0
0,1,5,6,5,202.5,0,0
0,1,5,6,6,247.5,0,0
0,1,5,6,7,292.5,0,0
0,1,5,6,8,337.5,0,0
0,1,5,7,1,22.5,0,0
0,1,5,7,2,67.5,0,0
0,1,5,7,3,112.5,0,0
0,1,5,7,4,157.5,0,0
0,1,5,7,5,202.5,0,0
0,1,5,7,6,247.5,0,0
0,1,5,7,7,292.5,0,0
0,1,5,7,8,337.5,0,0
0,1,5,8,1,22.5,0,0
0,1,5,8,2,67.5,0,0
0,1,5,8,3,112.5,0,0
0,1,5,8,4,157.5,0,0
0,1,5,8,5,202.5,0,0
0,1,5,8,6,247.5,0,0
0,1,5,8,7,292.5,0,0
0,1,5,8,8,337.5,0,0
0,1,5,9,1,22.5,0,0
0,1,5,9,2,67.5,0,0
0,1,5,9,3,112.5,0,0
0,1,5,9,4,157.5,0,0
0,1,5,9,5,202.5,0,0
0,1,5,9,6,247.5,0,0
0,1,5,9,7,292.5,0,0
0,1,5,9,8,337.5,0,0
0,1,5,10,1,22.5,0,0
0,1,5,10,2,67.5,0,0
0,1,5,10,3,112.5,0,0
0,1,5,10,4,157.5,0,0
0,1,5,10,5,202.5,0,0
0,1,5,10,6,247.5,0,0
0,1,5,10,7,292.5,0,0
0,1,5,10,8,337.5,0,0
0,1,5,11,1,22.5,0,0
0,1,5,11,2,67.5,0,0
0,1,5,11,3,112.5,0,0
0,1,5,11,4,157.5,0,0
0,1,5,11,5,202.5,0,0
0,1,5,11,6,247.5,0,0
0,1,5,11,7,292.5,0,0
0,1,5,11,8,337.5,0,0
0,1,6,1,1,22.5,0,0
0,1,6,1,2,67.5,0,0
0,1,6,1,3,112.5,0,0
0,1,6,1,4,157.5,0,0
0,1,6,1,5,202.5,0,0
0,1,6,1,6,247.5,0,0
0,1,6,1,7,292.5,0,0
0,1,6,1,8,337.5,0,0
0,1,6,2,1,22.5,0,0
0,1,6,2,2,67.5,0,0
0,1,6,2,3,112.5,0,0
0,1,6,2,4,157.5,0,0
0,1,6,2,5,202.5,0,0
0,1,6,2,6,247.5,0,0
0,1,6,2,7,292.5,0,0
0,1,6,2,8,337.5,0,0
0,1,6,3,1,22.5,0,0
0,1,6,3,2,67.5,0,0
0,1,6,3,3,112.5,0,0
0,1,6,3,4,157.5,0,0
0,1,6,3,5,202.5,0,0
0,1,6,3,6,247.5,0,0
0,1,6,3,7,292.5,0,0
0,1,6,3,8,337.5,0,0
0,1,6,4,1,22.5,0,0
0,1,6,4,2,67.5,0,0
0,1,6,4,3,112.5,0,0
0,1,6,4,4,157.5,0,0
0,1,6,4,5,202.5,0,0
0,1,6,4,6,247.5,0,0
0,1,6,4,7,292.5,0,0
0,1,6,4,8,337.5,0,0
0,1,6,5,1,22.5,0,0
0,1,6,5,2,67.5,0,0
0,1,6,5,3,112.5,0,0
0,1,6,5,4,157.5,0,0
0,1,6,5,5,202.5,0,0
0,1,6,5,6,247.5,0,0
0,1,6,5,7,292.5,0,0
0,1,6,5,8,337.5,0,0
0,1,6,6,1,22.5,0,0
0,1,6,6,2,67.5,0,0
0,1,6,6,3,112.5,0,0
0,1,6,6,4,157.5,0,0
0,1,6,6,5,202.5,0,0
0,1,6,6,6,247.5,0,0
0,1,6,6,7,292.5,0,0
0,1,6,6,8,337.5,0,0
0,1,6,7,1,22.5,0,0
0,1,6,7,2,67.5,0,0
0,1,6,7,3,112.5,0,0
0,1,6,7,4,157.5,0,0
0,1,6,7,5,202.5,0,0
0,1,6,7,6,247.5,0,0
0,1,6,7,7,292.5,0,0
0,1,6,7,8,337.5,0,0
0,1,6,8,1,22.5,0,0
0,1,6,8,2,67.5,0,0
0,1,6,8,3,112.5,0,0
0,1,6,8,4,157.5,0,0
0,1,6,8,5,202.5,0,0
0,1,6,8,6,247.5,0,0
0,1,6,8,7,292.5,0,0
0,1,6,8,8,337.5,0,0
0,1,6,9,1,22.5,0,0
0,1,6,9,2,67.5,0,0
0,1,6,9,3,112.5,0,0
0,1,6,9,4,157.5,0,0
0,1,6,9,5,202.5,0,0
0,1,6,9,6,247.5,0,0
0,1,6,9,7,292.5,0,0
0,1,6,9,8,337.5,0,0
0,1,6,10,1,22.5,0,0
0,1,6,10,2,67.5,0,0
0,1,6,10,3,112.5,0,0
0,1,6,10,4,157.5,0,0
0,1,6,10,5,202.5,0,0
0,1,6,10,6,247.5,0,0
0,1,6,10,7,292.5,0,0
0,1,6,10,8,337.5,0,0
0,1,6,11,1,22.5,0,0
0,1,6,11,2,67.5,0,0
0,1,6,11,3,112.5,0,0
0,1,6,11,4,157.5,0,0
0,1,6,11,5,202.5,0,0
0,1,6,11,6,247.5,0,0
0,1,6,11,7,292.5,0,0
0,1,6,11,8,337.5,0,0
0,1,7,1,1,22.5,0,0
0,1,7,1,2,67.5,0,0
0,1,7,1,3,112.5,0,0
0,1,7,1,4,157.5,0,0
0,1,7,1,5,202.5,0,0
0,1,7,1,6,247.5,0,0
0,1,7,1,7,292.5,0,0
0,1,7,1,8,337.5,0,0
0,1,7,2,1,22.5,0,0
0,1,7,2,2,67.5,0,0
0,1,7,2,3,112.5,0,0
0,1,7,2,4,157.5,0,0
0,1,7,2,5,202.5,0,0
0,1,7,2,6,247.5,0,0
0,1,7,2,7,292.5,0,0
0,1,7,2,8,337.5,0,0
0,1,7,3,1,22.5,0,0
0,1,7,3,2,67.5,0,0
0,1,7,3,3,112.5,0,0
0,1,7,3,4,157.5,0,0
0,1,7,3,5,202.5,0,0
0,1,7,3,6,247.5,0,0
0,1,7,3,7,292.5,0,0
0,1,7,3,8,337.5,0,0
0,1,7,4,1,22.5,0,0
0,1,7,4,2,67.5,0,0
0,1,7,4,3,112.5,0,0
0,1,7,4,4,157.5,0,0
0,1,7,4,5,202.5,0,0
0,1,7,4,6,247.5,0,0
0,1,7,4,7,292.5,0,0
0,1,7,4,8,337.5,0,0
0,1,7,5,1,22.5,0,0
0,1,7,5,2,67.5,0,0
0,1,7,5,3,112.5,0,0
0,1,7,5,4,157.5,0,0
0,1,7,5,5,202.5,0,0
0,1,7,5,6,247.5,0,0
0,1,7,5,7,292.5,0,0
0,1,7,5,8,337.5,0,0
0,1,7,6,1,22.5,0,0
0,1,7,6,2,67.5,0,0
0,1,7,6,3,112.5,0,0
0,1,7,6,4,157.5,0,0
0,1,7,6,5,202.5,0,0
0,1,7,6,6,247.5,0,0
0,1,7,6,7,292.5,0,0
0,1,7,6,8,337.5,0,0
0,1,7,7,1,22.5,0,0
0,1,7,7,2,67.5,0,0
0,1,7,7,3,112.5,0,0
0,1,7,7,4,157.5,0,0
0,1,7,7,5,202.5,0,0
0,1,7,7,6,247.5,0,0
0,1,7,7,7,292.5,0,0
0,1,7,7,8,337.5,0,0
0,1,7,8,1,22.5,0,0
0,1,7,8,2,67.5,0,0
0,1,7,8,3,112.5,0,0
0,1,7,8,4,157.5,0,0
0,1,7,8,5,202.5,0,0
0,1,7,8,6,247.5,0,0
0,1,7,8,7,292.5,0,0
0,1,7,8,8,337.5,0,0
0,1,7,9,1,22.5,0,0
0,1,7,9,2,67.5,0,0
0,1,7,9,3,112.5,0,0
0,1,7,9,4,157.5,0,0
0,1,7,9,5,202.5,0,0
0,1,7,9,6,247.5,0,0
0,1,7,9,7,292.5,0,0
0,1,7,9,8,337.5,0,0
0,1,7,10,1,22.5,0,0
0,1,7,10,2,67.5,0,0
0,1,7,10,3,112.5,0,0
0,1,7,10,4,157.5,0,0
0,1,7,10,5,202.5,0,0
0,1,7,10,6,247.5,0,0
0,1,7,10,7,292.5,0,0
0,1,7,10,8,337.5,0,0
0,1,7,11,1,22.5,0,0
0,1,7,11,2,67.5,0,0
0,1,7,11,3,112.5,0,0
0,1,7,11,4,157.5,0,0
0,1,7,11,5,202.5,0,0
0,1,7,11,6,247.5,0,0
0,1,7,11,7,292.5,0,0
0,1,7,11,8,337.5,0,0
0,1,8,1,1,22.5,0,0
0,1,8,1,2,67.5,0,0
0,1,8,1,3,112.5,0,0
0,1,8,1,4,157.5,0,0
0,1,8,1,5,202.5,0,0
0,1,8,1,6,247.5,0,0
0,1,8,1,7,292.5,0,0
0,1,8,1,8,337.5,0,0
0,1,8,2,1,22.5,0,0
0,1,8,2,2,67.5,0,0
0,1,8,2,3,112.5,0,0
0,1,8,2,4,157.5,0,0
0,1,8,2,5,202.5,0,0
0,1,8,2,6,247.5,0,0
0,1,8,2,7,292.5,0,0
0,1,8,2,8,337.5,0,0
0,1,8,3,1,22.5,0,0
0,1,8,3,2,67.5,0,0
0,1,8,3,3,112.5,0,0
0,1,8,3,4,157.5,0,0
0,1,8,3,5,202.5,0,0
0,1,8,3,6,247.5,0,0
0,1,8,3,7,292.5,0,0
0,1,8,3,8,337.5,0,0
0,1,8,4,1,22.5,0,0
0,1,8,4,2,67.5,0,0
0,1,8,4,3,112.5,0,0
0,1,8,4,4,157.5,0,0
0,1,8,4,5,202.5,0,0
0,1,8,4,6,247.5,0,0
0,1,8,4,7,292.5,0,0
0,1,8,4,8,337.5,0,0
0,1,8,5,1,22.5,0,0
0,1,8,5,2,67.5,0,0
0,1,8,5,3,112.5,0,0
0,1,8,5,4,157.5,0,0
0,1,8,5,5,202.5,0,0
0,1,8,5,6,247.5,0,0
0,1,8,5,7,292.5,0,0
0,1,8,5,8,337.5,0,0
0,1,8,6,1,22.5,0,0
0,1,8,6,2,67.5,0,0
0,1,8,6,3,112.5,0,0
0,1,8,6,4,157.5,0,0
0,1,8,6,5,202.5,0,0
0,1,8,6,6,247.5,0,0
0,1,8,6,7,292.5,0,0
0,1,8,6,8,337.5,0,0
0,1,8,7,1,22.5,0,0
0,1,8,7,2,67.5,0,0
0,1,8,7,3,112.5,0,0
0,1,8,7,4,157.5,0,0
0,1,8,7,5,202.5,0,0
0,1,8,7,6,247.5,0,0
0,1,8,7,7,292.5,0,0
0,1,8,7,8,337.5,0,0
0,1,8,8,1,22.5,0,0
0,1,8,8,2,67.5,0,0
0,1,8,8,3,112.5,0,0
0,1,8,8,4,157.5,0,0
0,1,8,8,5,202.5,0,0
0,1,8,8,6,247.5,0,0
0,1,8,8,7,292.5,0,0
0,1,8,8,8,337.5,0,0
0,1,8,9,1,22.5,0,0
0,1,8,9,2,67.5,0,0
0,1,8,9,3,112.5,0,0
0,1,8,9,4,157.5,0,0
0,1,8,9,5,202.5,0,0
0,1,8,9,6,247.5,0,0
0,1,8,9,7,292.5,0,0
0,1,8,9,8,337.5,0,0
0,1,8,10,1,22.5,0,0
0,1,8,10,2,67.5,0,0
0,1,8,10,3,112.5,0,0
0,1,8,10,4,157.5,0,0
0,1,8,10,5,202.5,0,0
0,1,8,10,6,247.5,0,0
0,1,8,10,7,292.5,0,0
0,1,8,10,8,337.5,0,0
0,1,8,11,1,22.5,0,0
0,1,8,11,2,67.5,0,0
0,1,8,11,3,112.5,0,0
0,1,8,11,4,157.5,0,0
0,1,8,11,5,202.5,0,0
0,1,8,11,6,247.5,0,0
0,1,8,11,7,292.5,0,0
0,1,8,11,8,337.5,0,0
1,2,1,1,1,22.5,5.82202e+06,102.545
1,2,1,1,2,67.5,5.82418e+06,241.127
1,2,1,1,3,112.5,5.82026e+06,362.885
1,2,1,1,4,157.5,5.80865e+06,355.699
1,2,1,1,5,202.5,5.8077e+06,504.308
1,2,1,1,6,247.5,5.82037e+06,350.412
1,2,1,1,7,292.5,5.82363e+06,179.35
1,2,1,1,8,337.5,5.82691e+06,86.2578
1,2,1,2,1,22.5,2.52784e+06,108.086
1,2,1,2,2,67.5,2.52866e+06,188.878
1,2,1,2,3,112.5,2.51767e+06,233.431
1,2,1,2,4,157.5,2.50189e+06,268.208
1,2,1,2,5,202.5,2.50374e+06,236.444
1,2,1,2,6,247.5,2.52255e+06,198.266
1,2,1,2,7,292.5,2.53165e+06,118.979
1,2,1,2,8,337.5,2.52788e+06,63.7319
1,2,1,3,1,22.5,1.32774e+06,70.9021
1,2,1,3,2,67.5,1.32668e+06,158.818
1,2,1,3,3,112.5,1.3186e+06,159.635
1,2,1,3,4,157.5,1.30716e+06,175.083
1,2,1,3,5,202.5,1.30969e+06,150.459
1,2,1,3,6,247.5,1.32198e+06,172.076
1,2,1,3,7,292.5,1.32874e+06,144.999
1,2,1,3,8,337.5,1.32674e+06,58.3771
1,2,1,4,1,22.5,762148,57.4017
1,2,1,4,2,67.5,762739,120.453
1,2,1,4,3,112.5,755289,115.991
1,2,1,4,4,157.5,746268,115.828
1,2,1,4,5,202.5,748602,106.463
1,2,1,4,6,247.5,758086,134.382
1,2,1,4,7,292.5,763238,111.387
1,2,1,4,8,337.5,761315,50.7997
1,2,1,5,1,22.5,750921,66.652
1,2,1,5,2,67.5,750633,110.964
1,2,1,5,3,112.5,743280,114.58
1,2,1,5,4,157.5,732918,95.9679
1,2,1,5,5,202.5,734935,83.2473
1,2,1,5,6,247.5,746115,121.483
1,2,1,5,7,292.5,751991,111.379
1,2,1,5,8,337.5,751138,54.9001
1,2,1,6,1,22.5,306271,33.7997
1,2,1,6,2,67.5,306512,49.2491
1,2,1,6,3,112.5,301720,49.3343
1,2,1,6,4,157.5,296458,35.9346
1,2,1,6,5,202.5,299096,31.053
1,2,1,6,6,247.5,303831,49.1775
1,2,1,6,7,292.5,304807,53.0787
1,2,1,6,8,337.5,306027,27.2244
1,2,1,7,1,22.5,131713,11.8314
1,2,1,7,2,67.5,132392,16.1666
1,2,1,7,3,112.5,129362,15.5954
1,2,1,7,4,157.5,127071,20.6542
